,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlpclassifier__alpha,param_mlpclassifier__hidden_layer_sizes,param_mlpclassifier__max_iter,param_mlpclassifier__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
181,0.8622964859008789,0.04952592518054438,0.001239013671875,0.00020152587044194978,1e-05,"(4, 3)",10000,sgd,"{'mlpclassifier__alpha': 1e-05, 'mlpclassifier__hidden_layer_sizes': (4, 3), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'sgd'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
277,0.8636875152587891,0.06215021878753449,0.0015587329864501954,0.0004160024603765897,0.0001,"(4, 3)",10000,sgd,"{'mlpclassifier__alpha': 0.0001, 'mlpclassifier__hidden_layer_sizes': (4, 3), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'sgd'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
86,0.8840424537658691,0.09854678697904767,0.0016383647918701172,0.00028963402221061105,1e-06,"(4, 3)",10000,adam,"{'mlpclassifier__alpha': 1e-06, 'mlpclassifier__hidden_layer_sizes': (4, 3), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
280,0.8892743110656738,0.039181285026194314,0.0013425350189208984,2.854578389278275e-05,0.0001,"(4, 3)",100000,sgd,"{'mlpclassifier__alpha': 0.0001, 'mlpclassifier__hidden_layer_sizes': (4, 3), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'sgd'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
134,0.5978617191314697,0.05699442934571372,0.0015584945678710938,0.0002493676622090536,1e-05,"(2, 3)",10000,adam,"{'mlpclassifier__alpha': 1e-05, 'mlpclassifier__hidden_layer_sizes': (2, 3), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
230,0.5394775390625,0.0234642501024972,0.0013695240020751953,5.413191849412069e-05,0.0001,"(2, 3)",10000,adam,"{'mlpclassifier__alpha': 0.0001, 'mlpclassifier__hidden_layer_sizes': (2, 3), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
168,0.030394887924194335,0.013522129880233824,0.0013669967651367188,4.462711805200731e-05,1e-05,"(4, 1)",10000,lbfgs,"{'mlpclassifier__alpha': 1e-05, 'mlpclassifier__hidden_layer_sizes': (4, 1), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'lbfgs'}",0.9473684210526315,0.8421052631578947,0.9473684210526315,1.0,0.95,0.9373684210526315,0.05168624714606703,231
264,0.03353281021118164,0.010119824632412665,0.002053070068359375,0.0012381360074466146,0.0001,"(4, 1)",10000,lbfgs,"{'mlpclassifier__alpha': 0.0001, 'mlpclassifier__hidden_layer_sizes': (4, 1), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'lbfgs'}",0.9473684210526315,0.8421052631578947,0.9473684210526315,1.0,0.95,0.9373684210526315,0.05168624714606703,231
267,0.03537321090698242,0.010338074761075266,0.0014372825622558593,9.160569268628295e-05,0.0001,"(4, 1)",100000,lbfgs,"{'mlpclassifier__alpha': 0.0001, 'mlpclassifier__hidden_layer_sizes': (4, 1), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'lbfgs'}",0.9473684210526315,0.8421052631578947,0.9473684210526315,1.0,0.95,0.9373684210526315,0.05168624714606703,231
171,0.027892303466796876,0.011093375772348348,0.0013409137725830078,2.342207423967621e-05,1e-05,"(4, 1)",100000,lbfgs,"{'mlpclassifier__alpha': 1e-05, 'mlpclassifier__hidden_layer_sizes': (4, 1), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'lbfgs'}",0.9473684210526315,0.8421052631578947,0.9473684210526315,1.0,0.95,0.9373684210526315,0.05168624714606703,231
141,0.031946420669555664,0.0115474081759223,0.0013721942901611327,5.8542438046056496e-05,1e-05,"(2, 4)",100000,lbfgs,"{'mlpclassifier__alpha': 1e-05, 'mlpclassifier__hidden_layer_sizes': (2, 4), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'lbfgs'}",0.8947368421052632,0.9473684210526315,1.0,1.0,0.8,0.9284210526315789,0.0751434454634726,235
138,0.03179235458374023,0.011630946358889501,0.0012897968292236329,0.00013231061763470687,1e-05,"(2, 4)",10000,lbfgs,"{'mlpclassifier__alpha': 1e-05, 'mlpclassifier__hidden_layer_sizes': (2, 4), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'lbfgs'}",0.8947368421052632,0.9473684210526315,1.0,1.0,0.8,0.9284210526315789,0.0751434454634726,235
54,0.020861101150512696,0.0026342133013644523,0.0016387462615966796,0.00035474241336655687,1e-06,"(3, 2)",10000,lbfgs,"{'mlpclassifier__alpha': 1e-06, 'mlpclassifier__hidden_layer_sizes': (3, 2), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'lbfgs'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.85,0.9278947368421052,0.03894736842105262,237
57,0.019652128219604492,0.001561925753027172,0.0013674259185791015,6.086609194387085e-05,1e-06,"(3, 2)",100000,lbfgs,"{'mlpclassifier__alpha': 1e-06, 'mlpclassifier__hidden_layer_sizes': (3, 2), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'lbfgs'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.85,0.9278947368421052,0.03894736842105262,237
