,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
113,19.78406286239624,0.24991366755965955,2.4408849716186523,0.016408704807600854,False,balanced,10,auto,2,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9649122807017544,0.968421052631579,0.023274559932318587,49
100,30.984929752349853,0.8327495240722853,2.402431058883667,0.010382456459216278,True,balanced_subsample,,sqrt,1,5,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
162,20.762469673156737,0.8053079085391126,2.7723196029663084,0.24009783452054373,False,balanced_subsample,10,auto,1,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
37,23.452046060562132,0.23652058255076433,2.3207881927490233,0.0564819621585957,True,balanced,,auto,1,5,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
185,21.15131630897522,0.7980248871890735,2.410760021209717,0.019748022170329543,False,balanced_subsample,20,auto,2,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9649122807017544,0.968421052631579,0.023274559932318587,49
122,20.525106763839723,0.45413419943903566,2.914240503311157,0.3862973684289336,False,balanced,10,sqrt,2,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9649122807017544,0.968421052631579,0.023274559932318587,49
189,19.951820135116577,0.2787908136474131,2.3971253395080567,0.036375006907717194,False,balanced_subsample,20,sqrt,1,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
190,19.9020938873291,0.363254372469634,2.410844421386719,0.026455711501244393,False,balanced_subsample,20,sqrt,1,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
181,20.008027458190917,0.27217830725856634,2.413173484802246,0.022227601293679143,False,balanced_subsample,20,auto,1,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
180,20.21060733795166,0.30410542514859495,2.4348631858825684,0.04573601100272495,False,balanced_subsample,20,auto,1,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
1,23.124965763092042,0.41084745764865815,2.3940905570983886,0.040626128882216846,True,balanced,10,auto,1,5,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
46,23.753948783874513,0.2814630308702448,2.3766321659088137,0.04111217179618396,True,balanced,,sqrt,1,5,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
10,22.489166498184204,0.09375026897915546,2.374812698364258,0.029491218664213906,True,balanced,10,sqrt,1,5,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
176,20.095470666885376,0.23003976301146073,2.4281023502349854,0.050645341861719755,False,balanced_subsample,10,sqrt,2,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9649122807017544,0.968421052631579,0.023274559932318587,49
212,20.503695011138916,0.31578062081666697,2.578290319442749,0.04194955728161327,False,balanced_subsample,,sqrt,2,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9649122807017544,0.968421052631579,0.023274559932318587,49
172,19.88658752441406,0.1385777854145957,2.4053558826446535,0.02512971453082762,False,balanced_subsample,10,sqrt,1,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
163,21.512596130371094,0.6881443628286258,2.4101929664611816,0.030179584548517435,False,balanced_subsample,10,auto,1,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
64,29.275933361053468,0.160046249624826,2.355249786376953,0.040043015989083684,True,balanced_subsample,10,sqrt,1,5,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
126,19.89449348449707,0.30535879613381667,2.4140297412872314,0.04707914217710995,False,balanced,20,auto,1,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
28,23.595054483413698,0.5606259991308421,2.348219060897827,0.061067487208214,True,balanced,20,sqrt,1,5,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
167,20.11105899810791,0.5205476324221144,2.4023227214813234,0.03922013969997265,False,balanced_subsample,10,auto,2,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9649122807017544,0.968421052631579,0.023274559932318587,49
194,19.58313670158386,0.2407161477893021,2.388842964172363,0.034434035281858455,False,balanced_subsample,20,sqrt,2,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9649122807017544,0.968421052631579,0.023274559932318587,49
117,19.950285863876342,0.11354204916610688,2.5231136322021483,0.22516958708640963,False,balanced,10,sqrt,1,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
118,21.21613335609436,0.33203308870109616,2.562621259689331,0.1423427678902249,False,balanced,10,sqrt,1,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
171,20.081053829193117,0.2795178685780798,2.3942558765411377,0.03207766182800768,False,balanced_subsample,10,sqrt,1,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
55,29.734085464477538,0.22653474229055112,2.3198647499084473,0.06133855002998764,True,balanced_subsample,10,auto,1,5,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
127,19.89274392127991,0.3397756996991072,2.4393649101257324,0.04156313018288577,False,balanced,20,auto,1,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
132,19.78217296600342,0.17418778264571572,2.560401964187622,0.08295999639302443,False,balanced,20,auto,4,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
133,20.230175256729126,0.37050658622213073,2.45017671585083,0.031542403466515934,False,balanced,20,auto,4,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
134,19.545803260803222,0.33556657243616866,2.3828680992126463,0.04722793025045802,False,balanced,20,auto,4,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
213,20.72701139450073,0.2944939842394798,2.502574062347412,0.03783144378508566,False,balanced_subsample,,sqrt,4,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
187,19.640514373779297,0.08725826466371038,2.7128889560699463,0.27919759190386934,False,balanced_subsample,20,auto,4,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
151,19.530562591552734,0.29147111521297925,2.400006151199341,0.04285587486983212,False,balanced,,auto,4,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
205,20.209578418731688,0.42879737851779515,2.607548141479492,0.10594432599326643,False,balanced_subsample,,auto,4,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
188,20.335565710067748,0.3810292920074388,2.385212802886963,0.024356623265128524,False,balanced_subsample,20,auto,4,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
179,19.884642028808592,0.22881209917635245,2.4340705394744875,0.045723377905844804,False,balanced_subsample,10,sqrt,4,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
178,19.60790057182312,0.2512514589755478,2.399325942993164,0.04209825969051296,False,balanced_subsample,10,sqrt,4,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
177,19.738956356048583,0.28151833500695495,2.4262444496154787,0.03510873606501091,False,balanced_subsample,10,sqrt,4,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
170,19.83197259902954,0.35823310721601687,2.409986162185669,0.028436261602020434,False,balanced_subsample,10,auto,4,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
169,19.795020866394044,0.17044083527842147,2.449833106994629,0.04508180163148448,False,balanced_subsample,10,auto,4,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
168,19.78391537666321,0.1767539576834461,2.3953763484954833,0.03599324302996599,False,balanced_subsample,10,auto,4,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
195,19.556476449966432,0.18488837345072073,2.3948981761932373,0.038984633571378796,False,balanced_subsample,20,sqrt,4,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
196,19.67035813331604,0.1947121614967989,2.466239881515503,0.03464224733698098,False,balanced_subsample,20,sqrt,4,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
206,22.256834840774538,0.7867579411736929,3.0964688301086425,0.3605664934679962,False,balanced_subsample,,auto,4,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
161,19.64322500228882,0.25349938169741215,2.400807189941406,0.05578309022857331,False,balanced,,sqrt,4,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
159,19.873752689361574,0.21981779050873584,2.4349003791809083,0.033464889790799604,False,balanced,,sqrt,4,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
197,19.823709344863893,0.39144722179277947,2.4113926887512207,0.02238984663761024,False,balanced_subsample,20,sqrt,4,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
152,19.646294832229614,0.17045814867343528,2.3846295833587647,0.02108128480379659,False,balanced,,auto,4,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
186,19.762208938598633,0.2930688145010425,2.4051706790924072,0.022165806840979,False,balanced_subsample,20,auto,4,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
150,19.657353496551515,0.34248578477225544,2.3597105026245115,0.04296686007353117,False,balanced,,auto,4,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
143,19.895896434783936,0.3515068505146718,2.615956258773804,0.2120495060517639,False,balanced,20,sqrt,4,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
142,19.98950324058533,0.2939715712277922,2.479105281829834,0.06415039851392412,False,balanced,20,sqrt,4,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
141,20.597707557678223,0.7715520502284379,2.4744961738586424,0.09375798117154578,False,balanced,20,sqrt,4,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
204,19.80681233406067,0.27805389707307676,2.4511659145355225,0.03680941008092984,False,balanced_subsample,,auto,4,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
160,19.90558271408081,0.21772737163312353,2.3838837146759033,0.026257408002750508,False,balanced,,sqrt,4,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
125,19.66703839302063,0.20027829184899498,2.423880672454834,0.04054809259401422,False,balanced,10,sqrt,4,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
215,19.63160195350647,0.8450874909551713,2.149763345718384,0.18189070128469945,False,balanced_subsample,,sqrt,4,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
123,20.193374490737916,0.6853703154380877,2.3929185390472414,0.04168346700652248,False,balanced,10,sqrt,4,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
74,29.967208003997804,0.23210780334214123,2.3661248207092287,0.04978279896381955,True,balanced_subsample,20,auto,1,10,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9473684210526315,0.9122807017543859,1.0,1.0,0.9649122807017544,0.9649122807017545,0.03328713326493033,97
67,29.35359654426575,0.19334888488489826,2.3132794857025147,0.016336862225177617,True,balanced_subsample,10,sqrt,2,5,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
66,29.786436319351196,0.1878245418580375,2.323906898498535,0.05027613768951091,True,balanced_subsample,10,sqrt,2,2,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
65,29.71498908996582,0.24305643318257508,2.384036064147949,0.05633498187006238,True,balanced_subsample,10,sqrt,1,10,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9473684210526315,0.9122807017543859,1.0,1.0,0.9649122807017544,0.9649122807017545,0.03328713326493033,97
58,30.70608582496643,0.4578630136887323,2.34883337020874,0.05532606564282088,True,balanced_subsample,10,auto,2,5,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
124,19.59882049560547,0.41022607840036096,2.433667039871216,0.02648132420826438,False,balanced,10,sqrt,4,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9473684210526315,0.9649122807017545,0.024810764252159563,97
56,29.00700001716614,0.08915286499539891,2.2992260456085205,0.044005961116415936,True,balanced_subsample,10,auto,1,10,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9473684210526315,0.9122807017543859,1.0,1.0,0.9649122807017544,0.9649122807017545,0.03328713326493033,97
49,23.68963270187378,0.273964043914278,2.367011785507202,0.08731555690672362,True,balanced,,sqrt,2,5,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
48,23.19213185310364,0.06472924422416863,2.3611162185668944,0.06366026233379227,True,balanced,,sqrt,2,2,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9473684210526315,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9649122807017545,0.029356492159090385,97
47,23.639120149612427,0.22408306705117842,2.3073093414306642,0.06116017274321539,True,balanced,,sqrt,1,10,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9473684210526315,0.9122807017543859,1.0,1.0,0.9649122807017544,0.9649122807017545,0.03328713326493033,97
